"Transect_plot","Quad","Phenology","Xcoord","Ycoord","Band_color","Pick_color","Sword_color","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Herbivory","Notes","Collected_by","Census_date","Site","Census_year","Band","Band_num","Tag","2018tag","2019tag","Category_herbivory","Canopy_width_cm","Leaf_thickness_mm","Year_marked","Buds","Entered_by","Num_leaves","Date_entered","Stem_diam_mm_UFA"
"2","0","V",NA,NA,NA,NA,NA,"0.33","1.0",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.3","1.2",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.36","0.6",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.42","0.6",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.36","1.5",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.22","0.5",1,"0.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0","V",NA,NA,NA,NA,NA,"0.49","0.9",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0.5","V",NA,NA,NA,NA,NA,"0.46","1.0",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0.5","V",NA,NA,NA,NA,NA,"0.45","1.1",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0.5","V",NA,NA,NA,NA,NA,"0.38","1.1",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0.5","V",NA,NA,NA,NA,NA,"0.37","1.4",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","0.5","V",NA,NA,NA,NA,NA,"0.42","0.7",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"0.42","1.9",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"0.32","2.0",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","0.6",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"0.43","2.1",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"0.31","2.2",1,"1.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"0.44","2.9",1,"1.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.6",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","2.4",1,"1.0",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.8",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.6",NA,NA,NA,0,"Y",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","2.7",1,"1.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.3",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.3",1,"0.6",NA,NA,NA,0,"Y",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","2.5",1,"0.6",NA,NA,NA,0,"Y",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.8",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.6",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.3",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.4",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","0.8",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.8",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.3",1,"0.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.5",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.6",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.6",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.8",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.9",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.4",1,"0.9",NA,NA,NA,0,"Y",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",11,38,"pink",NA,NA,"0.8","2.6",1,"1.1",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.4",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.0",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.3",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.4",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","1.5",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","1","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",25,14,"pink",NA,NA,"0.39","1.1",1,"1.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,809,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",50,15,"pink",NA,NA,"0.31","1.3",1,"1.0",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,877,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",33,25,"pink",NA,NA,"0.33","0.9",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",29,30,"pink",NA,NA,"0.3","1.1",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",40,28,"pink",NA,NA,"0.32","0.5",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",26,38,"pink",NA,NA,"0.26","1.2",1,"1.0",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",31,40,"pink",NA,NA,"0.2","1.4",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,806,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",36,42,"pink",NA,NA,"0.36","1.7",1,"0.8",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,898,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",17,36,"pink",NA,NA,"0.23","1.2",1,"1.1",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,697,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2","V",23,46,"pink",NA,NA,"0.4","1.6",1,"1.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,777,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",23,9,"pink",NA,NA,"0.59","2.1",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",22,6,"pink",NA,NA,"0.44","1.6",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,879,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","F",28,26,"pink",NA,NA,"1.44","11.5",3,NA,"5.0","0.0",NA,2,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,1.44
"2","2.5","V",27,46,"pink",NA,NA,"0.74","2.8",1,"1.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",10,23,"pink",NA,NA,"0.48","1.8",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",40,10,"pink",NA,NA,"0.36","1.5",1,"0.7",NA,NA,NA,0,"Y",NA,NA,2023-08-08,"YOSE7",2023,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",48,8,"pink",NA,NA,"0.45","1.1",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,458,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",45,20,"pink",NA,NA,"0.29","0.7",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",35,39,"pink",NA,NA,"0.53","1.9",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,943,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",15,42,"pink",NA,NA,"0.4","0.7",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,864,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.6",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.6",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.2",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.6",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.2",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.1",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.7",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.3",1,"0.1",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.7",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.4",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.5",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.8",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.7",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.4",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.3",1,"0.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.0",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.8",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.3",1,"0.2",NA,NA,NA,0,"N",NA,NA,2023-08-08,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.2","0.7",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.32","1.4",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.3","1.1",1,"0.7",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.42","1.0",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.44","0.8",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"0.43","0.6",1,"0.9",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.9",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.0",1,"0.6",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.7",1,"0.3",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.1",1,"1.0",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","1.0",1,"0.5",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
"2","2.5","V",NA,NA,NA,NA,NA,"<1","0.7",1,"0.4",NA,NA,NA,0,"N",NA,NA,2023-08-09,"YOSE7",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SB",NA,2024-02-01,0.5
