"Census_date","Site","Transect_plot","Quad","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Canopy_width_cm","Num_total_branches","Phenology","Num_flowers","Num_fruits","Longest_fruit_cm","Notes","Band","Band_num","Band_color","Pick_color","Sword_color","Tag","2018tag","2019tag","Buds","Longest_leaf_cm","Herbivory","Category_herbivory","Year_marked","Num_repro_branches","Leaf_thickness_mm","Census_year","Collected_by","Date_entered","Num_leaves","Entered_by","Stem_diam_mm_UFA"
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",11,3,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",11,4,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",13,6,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",12,7,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",13,7,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",13,8,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",14,9,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",14,8,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",12,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",13,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",10,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",12,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",16,15,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",11,18,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",9,18,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",4,25,"<1","6.4",NA,1,"P","0.0","1.0",1.5,NA,NA,NA,"red",NA,"blue",NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",3,32,"<1","4.8",NA,1,"P","0.0","0.0",NA,NA,NA,NA,"red",NA,"blue",NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",8,32,"<1","4.8",NA,1,"S","0.0","0.0",NA,"bolted but didn't flower",NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",16,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",18,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",23,10,"<1","6.6",NA,2,"P","0.0","0.0",NA,"1 branch chewed off",NA,NA,"red",NA,"blue",NA,NA,NA,NA,NA,"yes",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",28,8,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",30,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",39,4,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",19,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",38,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",39,16,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",43,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",49,13,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",28,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",32,22,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",34,23,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",34,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",40,24,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",32,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",47,28,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",5,40,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",4,46,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",5,47,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",7,46,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",4,49,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",22,45,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",21,46,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",23,46,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",6,36,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",21,22,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",22,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",24,17,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",29,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",30,11,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",34,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",NA,NA,"<1","2.1",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.7","no",NA,2018,0,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",NA,NA,"<1","1.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.4","yes",NA,2018,0,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",NA,NA,"<1","1.9",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.3","no",NA,2018,NA,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",NA,NA,"<1","3.0",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.6","no",NA,2018,0,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","0.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","0.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",1,13,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",2,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",2,15,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",6,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",17,8,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",18,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",10,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",7,12,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",7,14,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",10,15,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",10,17,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",13,17,"1.05","7.2",NA,1,"P","0.0","0.0",NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,1.05
2018-07-25,"WL2","201C","1.0",0,24,"<1","4.9",NA,1,"P","0.0","0.0",NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",0,26,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",2,25,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",2,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",10,22,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",22,18,"<1","5.5",NA,1,"S","0.0","0.0",NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",23,16,"<1","5.2",NA,1,"S","0.0","0.0",NA,NA,NA,NA,"red",NA,"blue",NA,NA,NA,NA,NA,"no",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",25,15,"<1","7.1",NA,1,"S","0.0","0.0",NA,NA,NA,NA,"red",NA,"blue",NA,NA,NA,NA,NA,"0.0",NA,2017,1,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",25,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",27,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",29,22,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",30,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",26,10,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",38,19,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",42,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",46,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",48,20,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",50,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",9,27,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",4,35,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",6,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",7,32,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",9,36,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",10,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",16,31,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",15,35,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",40,15,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",39,21,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",49,24,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",48,31,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",47,30,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",46,30,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",35,33,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",49,37,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",36,34,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",NA,NA,"<1","1.7",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.3","no",NA,2018,0,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",NA,NA,"<1","1.8",NA,1,"V",NA,NA,NA,NA,NA,NA,NA,"orange",NA,NA,NA,NA,NA,"0.6","no",NA,2018,0,NA,2018,NA,NA,NA,NA,0.5
2018-07-25,"WL2","201C","1.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
2018-07-25,"WL2","201C","1.0",NA,NA,NA,NA,NA,NA,"X",NA,NA,NA,NA,NA,NA,NA,"yellow",NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,2018,NA,NA,NA,NA,NA
