"Transect_plot","Quad","Phenology","Xcoord","Ycoord","Band_color","Pick_color","Sword_color","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Herbivory","Notes","Collected_by","Census_date","Site","Entered_by","Date_entered","Band","Band_num","Tag","2018tag","2019tag","Leaf_thickness_mm","Canopy_width_cm","Buds","Year_marked","Category_herbivory","Num_leaves","Census_year","Stem_diam_mm_UFA"
"3","1.5","X",39,29,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","X",42,10,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","V",35,20,"pink",NA,NA,"0.67","1.6",1,"0.5",NA,NA,NA,0,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","1.5","X",39,47,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","X",14,29,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","1.5","P",49,20,"pink",NA,NA,"0.64","10.9",3,NA,"1.0","1.0",4.9,2,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2","P",8,41,"pink",NA,NA,"0.82","4.8",2,NA,"1.0","1.0",0.9,2,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2","P",25,15,"pink",NA,NA,"1.12","10.6",1,NA,"2.0","3.0",4.7,1,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.12
"3","2","P",17,8,"pink",NA,NA,"1.97","7.6",3,NA,"2.0","5.0",3.3,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.97
"3","2","P",12,8,"pink",NA,NA,"1.06","9.6",5,NA,"0.0","3.0",3,5,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.06
"3","2","P",22,25,"pink",NA,NA,"1.03","10.5",3,NA,"0.0","5.0",4.7,3,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.03
"3","2","P",15,35,"pink",NA,NA,"0.99","6.2",4,NA,"4.0","4.0",2.4,4,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2","P",8,5,"pink",NA,NA,"0.92","6.2",3,NA,"0.0","3.0",3.9,2,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2","P",12,35,"pink",NA,NA,"0.86","12.2",3,NA,"0.0","4.0",4.1,3,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2","X",18,18,"pink",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","2","F",30,30,"pink",NA,NA,"0.89","2.8",2,NA,"2.0","0.0",NA,2,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","2",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"3","2.5","P",34,24,"pink",NA,NA,"0.81","7.5",1,NA,"1.0","1.0",1.8,1,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","2.5","V",34,31,"pink",NA,NA,"0.45","3.4",3,"1.1",NA,NA,NA,0,"n",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","3","P",40,33,"pink",NA,NA,"0.9","8.6",2,NA,"1.0","3.0",3.8,2,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
"3","3.5","P",5,40,"pink",NA,NA,"1.1","6.6",1,NA,"0.0","7.0",4.3,1,"y",NA,NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,1.1
"3","4.5","V",27,8,"pink",NA,NA,"0.64","1.8",2,"0.6",NA,NA,NA,0,"y","most likely survivor!",NA,2024-07-16,"YOSE7","Hollis Allen",2024-07-24,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,0.5
