"","Census_date","Site","Transect_plot","Quad","Phenology","Xcoord","Ycoord","Stem_diam_mm","Height_cm","Num_total_branches","Longest_leaf_cm","Num_flowers","Num_fruits","Longest_fruit_cm","Num_repro_branches","Notes","Census_year","Year_marked","Entered_by","Date_entered","Collected_by","Tag","2018tag","2019tag","Band","Band_color","Band_num","Pick_color","Sword_color","Canopy_width_cm","Leaf_thickness_mm","Buds","Herbivory","Num_leaves","Category_herbivory","Stem_diam_mm_UFA"
"572",2019-08-07,"WL3","4","5.5","X",6,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"blu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2019-08-07,"WL3","4","5.5","X",34,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"blu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2019-08-07,"WL3","4","6.5","X",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"blu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2019-08-07,"WL3","4","7","X",27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2019-08-07,"WL3","4","7.5","X",35,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2019-08-07,"WL3","4","7.5","X",49,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2019-08-07,"WL3","4","8","X",16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"grn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2019-08-07,"WL3","4","9.5","X",37,0,NA,NA,NA,NA,NA,NA,NA,NA,"can't find plant here at all, just BB and swd",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,"blu",NA,NA,"ylw",NA,NA,NA,NA,NA,NA,NA
"580",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x12",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"581",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"582",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"583",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"584",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"585",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"586",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"587",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"588",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"589",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"590",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"591",2019-08-07,"WL3","1","0.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"592",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","0.8",1,"0.2",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"593",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","1.5",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"594",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","0.9",1,"0.2",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,0.5
"595",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","1.5",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"596",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","0.8",1,"0.2",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"597",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","1.1",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"598",2019-08-07,"WL3","1","0.5","V",NA,NA,"<1","2.2",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"599",2019-08-07,"WL3","1","0.5","P",21,47,"1.15","6.5",4,NA,"0.0","6.0",3.2,3,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,49,NA,"ylw",NA,NA,NA,"N",NA,NA,1.15
"600",2019-08-07,"WL3","1","1.5","V",NA,NA,"<1","1.5",1,"0.4",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"601",2019-08-07,"WL3","1","1.5","V",NA,NA,"<1","0.6",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"602",2019-08-07,"WL3","1","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"603",2019-08-07,"WL3","1","1.5","V",NA,NA,"<1","0.6",1,"0.1",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"604",2019-08-07,"WL3","1","1.5","V",NA,NA,"<1","1.3",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"605",2019-08-07,"WL3","1","1.5","V",NA,NA,"<1","1.2",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"606",2019-08-07,"WL3","1","1.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"607",2019-08-07,"WL3","1","2.5","V",NA,NA,"<1","2.0",1,"0.7",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"608",2019-08-07,"WL3","1","2.5","V",NA,NA,"<1","1.4",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"609",2019-08-07,"WL3","1","2.5","V",NA,NA,"<1","1.6",1,"0.4",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"610",2019-08-07,"WL3","1","3.5","V",NA,NA,"<1","1.0",1,"0.2",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"611",2019-08-07,"WL3","1","3.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"612",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x24",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"613",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"614",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"615",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"616",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"617",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"618",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"619",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"620",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"621",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"622",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"623",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"624",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"625",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"626",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"627",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"628",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"629",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"630",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"631",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"632",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"633",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"634",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"635",2019-08-07,"WL3","1","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"636",2019-08-07,"WL3","1","4.5","V",4,50,"<1","1.5",4,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,45,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"637",2019-08-07,"WL3","1","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",2019-08-07,"WL3","1","6.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",2019-08-07,"WL3","1","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no plants",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x10",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"641",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"642",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"643",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"644",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"645",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"646",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"647",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"648",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"649",2019-08-07,"WL3","1","8.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"650",2019-08-07,"WL3","1","8.5","V",NA,NA,"<1","2.5",1,"0.7",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"651",2019-08-07,"WL3","1","8.5","V",NA,NA,"<1","1.0",1,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"652",2019-08-07,"WL3","1","8.5","V",NA,NA,"<1","1.1",1,"0.5",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,"N",NA,NA,0.5
"653",2019-08-07,"WL3","1","8.5","V",NA,NA,"<1","1.5",1,"0.4",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,0.5
"654",2019-08-07,"WL3","1","9.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"655",2019-08-07,"WL3","1","9.5","V",6,50,"<1","3.9",3,"0.3",NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,59,"red",NA,NA,NA,NA,NA,NA,NA,0.5
"656",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"copied x51",2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"657",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"658",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"659",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"660",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"661",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"662",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"663",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"664",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"665",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"666",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"667",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"668",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"669",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"670",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"671",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"672",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"673",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"674",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"675",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"676",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"677",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"678",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"679",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"680",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"681",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
"682",2019-08-07,"WL3","2","4.5","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,NA,"Laura & Megan",NA,NA,NA,NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA
